Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tap(findTestObject(""Android/Home_Button_LoginButton""), 0)",,,,2023-04-04 04:57:36,2023-04-04 04:57:37,1.357s,PASSED
"tap(findTestObject(""Android/Login_Button_Login""), 0)",,,,2023-04-04 04:57:37,2023-04-04 04:57:39,1.427s,PASSED
"waitForElementPresent(findTestObject(""Android/Login_ErrorMsg_InvalidCredentials""), 0)",,,,2023-04-04 04:57:39,2023-04-04 04:57:40,1.499s,PASSED
"tap(findTestObject(""Android/Login_ErrorMsg_InvalidCredentials_BtnOk""), 0)",,,,2023-04-04 04:57:40,2023-04-04 04:57:40,0.170s,PASSED
pressBack(),,,,2023-04-04 04:57:40,2023-04-04 04:57:41,0.709s,PASSED
closeApplication(),,,,2023-04-04 04:57:41,2023-04-04 04:57:41,0.407s,PASSED
,,,,,,,
Test Cases/Android/Login/LOG-08,,,,2023-04-04 04:57:41,2023-04-04 04:58:00,18.248s,PASSED
"startExistingApplication(""com.codingid.codingidhive.betastaging"")",,,,2023-04-04 04:57:42,2023-04-04 04:57:51,9.281s,PASSED
"tap(findTestObject(""Object Repository/Android/Home_Button_LoginButton""), 0)",,,,2023-04-04 04:57:51,2023-04-04 04:57:53,1.662s,PASSED
"setText(findTestObject(""Object Repository/Android/Login_Field_Email""), ""ppp@g.co"", 0)",,,,2023-04-04 04:57:53,2023-04-04 04:57:55,1.950s,PASSED
"setText(findTestObject(""Object Repository/Android/Login_Field_Password""), ""a1234567"", 0)",,,,2023-04-04 04:57:55,2023-04-04 04:57:56,1.472s,PASSED
"tap(findTestObject(""Object Repository/Android/Login_Button_Login""), 0)",,,,2023-04-04 04:57:56,2023-04-04 04:57:57,0.975s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Android/Login_ErrorMsg_Email not verified_PopUp""), 0)",,,,2023-04-04 04:57:57,2023-04-04 04:57:58,1.461s,PASSED
"tap(findTestObject(""Object Repository/Android/Login_ErrorMsg_Email not verified_BtnCancel""), 0)",,,,2023-04-04 04:57:58,2023-04-04 04:57:59,0.187s,PASSED
pressBack(),,,,2023-04-04 04:57:59,2023-04-04 04:57:59,0.686s,PASSED
closeApplication(),,,,2023-04-04 04:57:59,2023-04-04 04:58:00,0.322s,PASSED
