Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
return null,Chrome 111.0.0.0,,,2023-03-30 21:40:22,2023-03-30 21:40:22,0.000s,PASSED
,,,,,,,
Test Cases/Web/LOG/LOG-04,Chrome 111.0.0.0,Log in using Google API with an unregistered E-mail having multiple Google account stored in browser,,2023-03-30 21:40:22,2023-03-30 21:40:23,0.646s,PASSED
return null,Chrome 111.0.0.0,,,2023-03-30 21:40:23,2023-03-30 21:40:23,0.001s,PASSED
,,,,,,,
Test Cases/Web/LOG/LOG-06,Chrome 111.0.0.0,Log in using an empty 'E-mail' field,Negative,2023-03-30 21:40:23,2023-03-30 21:40:39,15.803s,PASSED
"openBrowser("""")",Chrome 111.0.0.0,,,2023-03-30 21:40:23,2023-03-30 21:40:25,2.094s,PASSED
"navigateToUrl(""https://demo-app.online/login"")",Chrome 111.0.0.0,,,2023-03-30 21:40:25,2023-03-30 21:40:29,3.838s,PASSED
"setText(findTestObject(""Object Repository/Web/Login/Login_inputText_Email""), """")",Chrome 111.0.0.0,,,2023-03-30 21:40:29,2023-03-30 21:40:32,3.056s,PASSED
"setText(findTestObject(""Object Repository/Web/Login/Login_inputText_Password""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-03-30 21:40:32,2023-03-30 21:40:35,2.765s,PASSED
"click(findTestObject(""Object Repository/Web/Login/Login_button_Login""))",Chrome 111.0.0.0,,,2023-03-30 21:40:35,2023-03-30 21:40:37,1.565s,PASSED
delay(2),Chrome 111.0.0.0,,,2023-03-30 21:40:37,2023-03-30 21:40:39,2.010s,PASSED
"verifyMatch(""https://demo-app.online/login"", getUrl(), false, CONTINUE_ON_FAILURE)",Chrome 111.0.0.0,,,2023-03-30 21:40:39,2023-03-30 21:40:39,0.043s,PASSED
"println(""After URL Validation"")",Chrome 111.0.0.0,,,2023-03-30 21:40:39,2023-03-30 21:40:39,0.005s,PASSED
"isValid = executeJavaScript(""document.getElementById(""email"").reportValidity();"", null)",Chrome 111.0.0.0,,,2023-03-30 21:40:39,2023-03-30 21:40:39,0.019s,PASSED
"assert !(isValid) : ""Validation error should be displayed""",Chrome 111.0.0.0,,,2023-03-30 21:40:39,2023-03-30 21:40:39,0.001s,PASSED
,,,,,,,
Test Cases/Web/LOG/LOG-05,Chrome 111.0.0.0,"Log in using Google API with an 
unregistered E-mail having only one
Google account stored in browser",,2023-03-30 21:40:39,2023-03-30 21:40:53,14.672s,PASSED
"openBrowser("""")",Chrome 111.0.0.0,,,2023-03-30 21:40:39,2023-03-30 21:40:42,2.363s,PASSED
"navigateToUrl(""https://demo-app.online/event"")",Chrome 111.0.0.0,,,2023-03-30 21:40:42,2023-03-30 21:40:45,3.867s,PASSED
"setText(findTestObject(""Object Repository/Event Purchase/EP-05/Page_Online event bersertifikat dari prakti_f42b96/input_Events_searchInputEvent""), ""Booster"")",Chrome 111.0.0.0,,,2023-03-30 21:40:45,2023-03-30 21:40:49,3.080s,PASSED
"click(findTestObject(""Object Repository/Event Purchase/EP-05/Page_Online event bersertifikat dari prakti_f42b96/div_Booster Class Be Data Scientist and Mac_43772d""))",Chrome 111.0.0.0,,,2023-03-30 21:40:49,2023-03-30 21:40:52,3.368s,PASSED
closeBrowser(),Chrome 111.0.0.0,,,2023-03-30 21:40:52,2023-03-30 21:40:53,1.401s,PASSED
